Table with row headers in column A and column headers in row 3,,,,,,,,,,,
"List 1. CORE BASED STATISTICAL AREAS (CBSAs), METROPOLITAN DIVISIONS, AND COMBINED STATISTICAL AREAS (CSAs), JULY 2023",,,,,,,,,,,
CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Plainview, TX",Hockley County,Texas,48,219,Outlying
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Plainview, TX",Lubbock County,Texas,48,303,Central
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Plainview, TX",Lynn County,Texas,48,305,Outlying
31220,,,"Ludington, MI",Micropolitan Statistical Area,,,Mason County,Michigan,26,105,Central
31260,,,"Lufkin, TX",Micropolitan Statistical Area,,,Angelina County,Texas,48,005,Central
31300,,246,"Lumberton, NC",Micropolitan Statistical Area,,"Fayetteville-Lumberton-Pinehurst, NC",Robeson County,North Carolina,37,155,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Amherst County,Virginia,51,009,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Appomattox County,Virginia,51,011,Outlying
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Bedford County,Virginia,51,019,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Campbell County,Virginia,51,031,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Lynchburg city,Virginia,51,680,Central
31380,,,"Macomb, IL",Micropolitan Statistical Area,,,McDonough County,Illinois,17,109,Central
31420,,356,"Macon-Bibb County, GA",Metropolitan Statistical Area,,"Macon-Bibb County--Warner Robins, GA",Bibb County,Georgia,13,021,Central
31420,,356,"Macon-Bibb County, GA",Metropolitan Statistical Area,,"Macon-Bibb County--Warner Robins, GA",Crawford County,Georgia,13,079,Outlying
31420,,356,"Macon-Bibb County, GA",Metropolitan Statistical Area,,"Macon-Bibb County--Warner Robins, GA",Jones County,Georgia,13,169,Outlying
31420,,356,"Macon-Bibb County, GA",Metropolitan Statistical Area,,"Macon-Bibb County--Warner Robins, GA",Monroe County,Georgia,13,207,Outlying
31420,,356,"Macon-Bibb County, GA",Metropolitan Statistical Area,,"Macon-Bibb County--Warner Robins, GA",Twiggs County,Georgia,13,289,Outlying
31500,,,"Madison, IN",Micropolitan Statistical Area,,,Jefferson County,Indiana,18,077,Central
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Columbia County,Wisconsin,55,021,Outlying
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Dane County,Wisconsin,55,025,Central
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Green County,Wisconsin,55,045,Outlying
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Iowa County,Wisconsin,55,049,Outlying
31580,,,"Madisonville, KY",Micropolitan Statistical Area,,,Hopkins County,Kentucky,21,107,Central
31620,,,"Magnolia, AR",Micropolitan Statistical Area,,,Columbia County,Arkansas,05,027,Central
31680,,284,"Malvern, AR",Micropolitan Statistical Area,,"Hot Springs-Malvern, AR",Hot Spring County,Arkansas,05,059,Central
31700,,148,"Manchester-Nashua, NH",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH",Hillsborough County,New Hampshire,33,011,Central
31740,,,"Manhattan, KS",Metropolitan Statistical Area,,,Geary County,Kansas,20,061,Outlying
31740,,,"Manhattan, KS",Metropolitan Statistical Area,,,Pottawatomie County,Kansas,20,149,Outlying
31740,,,"Manhattan, KS",Metropolitan Statistical Area,,,Riley County,Kansas,20,161,Central
31820,,,"Manitowoc, WI",Micropolitan Statistical Area,,,Manitowoc County,Wisconsin,55,071,Central
31860,,359,"Mankato, MN",Metropolitan Statistical Area,,"Mankato-New Ulm, MN",Blue Earth County,Minnesota,27,013,Central
31860,,359,"Mankato, MN",Metropolitan Statistical Area,,"Mankato-New Ulm, MN",Nicollet County,Minnesota,27,103,Central
31900,,360,"Mansfield, OH",Metropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Richland County,Ohio,39,139,Central
31930,,425,"Marietta, OH",Micropolitan Statistical Area,,"Parkersburg-Marietta-Vienna, WV-OH",Washington County,Ohio,39,167,Central
31940,,361,"Marinette, WI-MI",Micropolitan Statistical Area,,"Marinette-Iron Mountain, WI-MI",Menominee County,Michigan,26,109,Central
31940,,361,"Marinette, WI-MI",Micropolitan Statistical Area,,"Marinette-Iron Mountain, WI-MI",Marinette County,Wisconsin,55,075,Central
31980,,,"Marion, IN",Micropolitan Statistical Area,,,Grant County,Indiana,18,053,Central
32000,,172,"Marion, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",McDowell County,North Carolina,37,111,Central
32020,,198,"Marion, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Marion County,Ohio,39,101,Central
32060,,166,"Marion-Herrin, IL",Micropolitan Statistical Area,,"Carbondale-Marion-Herrin, IL",Williamson County,Illinois,17,199,Central
32100,,,"Marquette, MI",Micropolitan Statistical Area,,,Marquette County,Michigan,26,103,Central
32140,,,"Marshall, MN",Micropolitan Statistical Area,,,Lyon County,Minnesota,27,083,Central
32180,,,"Marshall, MO",Micropolitan Statistical Area,,,Saline County,Missouri,29,195,Central
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,,,Marshall County,Iowa,19,127,Central
32280,,542,"Martin, TN",Micropolitan Statistical Area,,"Union City-Martin, TN",Weakley County,Tennessee,47,183,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Henry County,Virginia,51,089,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Martinsville city,Virginia,51,690,Central
32340,,,"Maryville, MO",Micropolitan Statistical Area,,,Nodaway County,Missouri,29,147,Central
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Cerro Gordo County,Iowa,19,033,Central
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Worth County,Iowa,19,195,Outlying
32390,,,"Massena-Ogdensburg, NY",Micropolitan Statistical Area,,,St. Lawrence County,New York,36,089,Central
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",Cabo Rojo Municipio,Puerto Rico,72,023,Central
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",Hormigueros Municipio,Puerto Rico,72,067,Outlying
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",Lajas Municipio,Puerto Rico,72,079,Central
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",Mayagüez Municipio,Puerto Rico,72,097,Outlying
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",Sabana Grande Municipio,Puerto Rico,72,121,Central
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-Aguadilla, PR",San Germán Municipio,Puerto Rico,72,125,Central
32460,,424,"Mayfield, KY",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Graves County,Kentucky,21,083,Central
32540,,,"McAlester, OK",Micropolitan Statistical Area,,,Pittsburg County,Oklahoma,40,121,Central
32580,,365,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,,"McAllen-Edinburg, TX",Hidalgo County,Texas,48,215,Central
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Pike County,Mississippi,28,113,Central
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Walthall County,Mississippi,28,147,Outlying
32660,,,"McMinnville, TN",Micropolitan Statistical Area,,,Warren County,Tennessee,47,177,Central
32700,,,"McPherson, KS",Micropolitan Statistical Area,,,McPherson County,Kansas,20,113,Central
32740,,240,"Meadville, PA",Micropolitan Statistical Area,,"Erie-Meadville, PA",Crawford County,Pennsylvania,42,039,Central
32780,,366,"Medford, OR",Metropolitan Statistical Area,,"Medford-Grants Pass, OR",Jackson County,Oregon,41,029,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Crittenden County,Arkansas,05,035,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Benton County,Mississippi,28,009,Outlying
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",DeSoto County,Mississippi,28,033,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Marshall County,Mississippi,28,093,Outlying
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Tate County,Mississippi,28,137,Outlying
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Tunica County,Mississippi,28,143,Outlying
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Fayette County,Tennessee,47,047,Outlying
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Shelby County,Tennessee,47,157,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Clarksdale-Forrest City, TN-MS-AR",Tipton County,Tennessee,47,167,Outlying
32860,,232,"Menomonie, WI",Micropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Dunn County,Wisconsin,55,033,Central
32900,,488,"Merced, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Merced County,California,06,047,Central
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Clarke County,Mississippi,28,023,Outlying
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Lauderdale County,Mississippi,28,075,Central
33020,,190,"Mexico, MO",Micropolitan Statistical Area,,"Columbia-Jefferson City-Moberly, MO",Audrain County,Missouri,29,007,Central
33060,,309,"Miami, OK",Micropolitan Statistical Area,,"Joplin-Miami, MO-OK-KS",Ottawa County,Oklahoma,40,115,Central
33100,22744,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Fort Lauderdale-Pompano Beach-Sunrise, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",Broward County,Florida,12,011,Central
33100,33124,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Miami-Miami Beach-Kendall, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",Miami-Dade County,Florida,12,086,Central
33100,48424,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"West Palm Beach-Boca Raton-Delray Beach, FL","Miami-Port St. Lucie-Fort Lauderdale, FL",Palm Beach County,Florida,12,099,Central
33140,,176,"Michigan City-La Porte, IN",Metropolitan Statistical Area,,"Chicago-Naperville, IL-IN-WI",LaPorte County,Indiana,18,091,Central
33180,,371,"Middlesborough, KY",Micropolitan Statistical Area,,"Middlesborough-Corbin, KY",Bell County,Kentucky,21,013,Central
33220,,474,"Midland, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Midland County,Michigan,26,111,Central
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa-Andrews, TX",Martin County,Texas,48,317,Outlying
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa-Andrews, TX",Midland County,Texas,48,329,Central
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Baldwin County,Georgia,13,009,Central
33340,,376,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Milwaukee County,Wisconsin,55,079,Central
33340,,376,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Ozaukee County,Wisconsin,55,089,Outlying
33340,,376,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Washington County,Wisconsin,55,131,Outlying
33340,,376,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Waukesha County,Wisconsin,55,133,Central
33380,,508,"Minden, LA",Micropolitan Statistical Area,,"Shreveport-Bossier City-Minden, LA",Webster Parish,Louisiana,22,119,Central
33420,,206,"Mineral Wells, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Palo Pinto County,Texas,48,363,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Anoka County,Minnesota,27,003,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Carver County,Minnesota,27,019,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Chisago County,Minnesota,27,025,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Dakota County,Minnesota,27,037,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Hennepin County,Minnesota,27,053,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Isanti County,Minnesota,27,059,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Le Sueur County,Minnesota,27,079,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Mille Lacs County,Minnesota,27,095,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Ramsey County,Minnesota,27,123,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Scott County,Minnesota,27,139,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Sherburne County,Minnesota,27,141,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Washington County,Minnesota,27,163,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Wright County,Minnesota,27,171,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Pierce County,Wisconsin,55,093,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",St. Croix County,Wisconsin,55,109,Outlying
33500,,,"Minot, ND",Metropolitan Statistical Area,,,McHenry County,North Dakota,38,049,Outlying
33500,,,"Minot, ND",Metropolitan Statistical Area,,,Renville County,North Dakota,38,075,Outlying
33500,,,"Minot, ND",Metropolitan Statistical Area,,,Ward County,North Dakota,38,101,Central
33540,,,"Missoula, MT",Metropolitan Statistical Area,,,Mineral County,Montana,30,061,Outlying
33540,,,"Missoula, MT",Metropolitan Statistical Area,,,Missoula County,Montana,30,063,Central
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Davison County,South Dakota,46,035,Central
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Hanson County,South Dakota,46,061,Outlying
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Sanborn County,South Dakota,46,111,Outlying
33620,,190,"Moberly, MO",Micropolitan Statistical Area,,"Columbia-Jefferson City-Moberly, MO",Randolph County,Missouri,29,175,Central
33660,,380,"Mobile, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Mobile County,Alabama,01,097,Central
33700,,488,"Modesto, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Stanislaus County,California,06,099,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Morehouse Parish,Louisiana,22,067,Outlying
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Ouachita Parish,Louisiana,22,073,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Richland Parish,Louisiana,22,083,Outlying
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Union Parish,Louisiana,22,111,Outlying
33780,,220,"Monroe, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Monroe County,Michigan,26,115,Central
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma, AL",Autauga County,Alabama,01,001,Central
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma, AL",Elmore County,Alabama,01,051,Central
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma, AL",Lowndes County,Alabama,01,085,Outlying
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma, AL",Montgomery County,Alabama,01,101,Central
33900,,320,"Monticello, IN",Micropolitan Statistical Area,,"Lafayette-West Lafayette-Frankfort, IN",White County,Indiana,18,181,Central
33910,,408,"Monticello, NY",Micropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Sullivan County,New York,36,105,Central
33940,,,"Montrose, CO",Micropolitan Statistical Area,,,Montrose County,Colorado,08,085,Central
33980,,404,"Morehead City, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Carteret County,North Carolina,37,031,Central
34020,,,"Morgan City, LA",Micropolitan Statistical Area,,,St. Mary Parish,Louisiana,22,101,Central
34060,,,"Morgantown, WV",Metropolitan Statistical Area,,,Monongalia County,West Virginia,54,061,Central
34060,,,"Morgantown, WV",Metropolitan Statistical Area,,,Preston County,West Virginia,54,077,Outlying
34100,,315,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Hamblen County,Tennessee,47,063,Central
34100,,315,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Jefferson County,Tennessee,47,089,Central
34140,,446,"Moscow, ID",Micropolitan Statistical Area,,"Pullman-Moscow, WA-ID",Latah County,Idaho,16,057,Central
34180,,393,"Moses Lake, WA",Micropolitan Statistical Area,,"Moses Lake-Othello, WA",Grant County,Washington,53,025,Central
34220,,,"Moultrie, GA",Micropolitan Statistical Area,,,Colquitt County,Georgia,13,071,Central
34260,,,"Mountain Home, AR",Micropolitan Statistical Area,,,Baxter County,Arkansas,05,005,Central
34300,,147,"Mountain Home, ID",Micropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Elmore County,Idaho,16,039,Central
34340,,268,"Mount Airy, NC",Micropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,37,171,Central
34380,,394,"Mount Pleasant, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Isabella County,Michigan,26,073,Central
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Camp County,Texas,48,063,Outlying
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Morris County,Texas,48,343,Outlying
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Titus County,Texas,48,449,Central
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Bath County,Kentucky,21,011,Outlying
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Menifee County,Kentucky,21,165,Outlying
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Montgomery County,Kentucky,21,173,Central
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,,,Jefferson County,Illinois,17,081,Central
34540,,198,"Mount Vernon, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,39,083,Central
34580,,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Skagit County,Washington,53,057,Central
34620,,294,"Muncie, IN",Metropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Delaware County,Indiana,18,035,Central
34660,,,"Murray, KY",Micropolitan Statistical Area,,,Calloway County,Kentucky,21,035,Central
34680,,396,"Murrells Inlet, SC",Micropolitan Statistical Area,,"Myrtle Beach-Conway, SC",Georgetown County,South Carolina,45,043,Central
34700,,209,"Muscatine, IA",Micropolitan Statistical Area,,"Davenport-Moline, IA-IL",Muscatine County,Iowa,19,139,Central
34740,,266,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming, MI",Muskegon County,Michigan,26,121,Central
34780,,538,"Muskogee, OK",Micropolitan Statistical Area,,"Tulsa-Bartlesville-Muskogee, OK",Muskogee County,Oklahoma,40,101,Central
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC",Horry County,South Carolina,45,051,Central
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,,,Nacogdoches County,Texas,48,347,Central
34880,,,"Nantucket, MA",Micropolitan Statistical Area,,,Nantucket County,Massachusetts,25,019,Central
34900,,488,"Napa, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Napa County,California,06,055,Central
34940,,163,"Naples-Marco Island, FL",Metropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Collier County,Florida,12,021,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,47,015,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,47,021,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,47,037,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,47,043,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Hickman County,Tennessee,47,081,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,47,111,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,47,119,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,47,147,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,47,149,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,47,159,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,47,165,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,47,169,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,47,187,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,47,189,Central
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Concordia Parish,Louisiana,22,029,Central
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Adams County,Mississippi,28,001,Central
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Jefferson County,Mississippi,28,063,Outlying
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,,,Natchitoches Parish,Louisiana,22,069,Central
35100,,404,"New Bern, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Craven County,North Carolina,37,049,Central
35100,,404,"New Bern, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Jones County,North Carolina,37,103,Outlying
35100,,404,"New Bern, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Pamlico County,North Carolina,37,137,Outlying
35140,,192,"Newberry, SC",Micropolitan Statistical Area,,"Columbia-Sumter-Orangeburg, SC",Newberry County,South Carolina,45,071,Central
35220,,294,"New Castle, IN",Micropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Henry County,Indiana,18,065,Central
35300,,405,"New Haven, CT",Metropolitan Statistical Area,,"New Haven-Hartford-Waterbury, CT",South Central Connecticut Planning Region,Connecticut,09,170,Central
35340,,318,"New Iberia, LA",Micropolitan Statistical Area,,"Lafayette-New Iberia-Opelousas, LA",Iberia Parish,Louisiana,22,045,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",Jefferson Parish,Louisiana,22,051,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",Orleans Parish,Louisiana,22,071,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",Plaquemines Parish,Louisiana,22,075,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",St. Bernard Parish,Louisiana,22,087,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",St. Charles Parish,Louisiana,22,089,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",St. James Parish,Louisiana,22,093,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Slidell, LA-MS",St. John the Baptist Parish,Louisiana,22,095,Central
35420,,184,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Tuscarawas County,Ohio,39,157,Central
35440,,,"Newport, OR",Micropolitan Statistical Area,,,Lincoln County,Oregon,41,041,Central
35460,,315,"Newport, TN",Micropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Cocke County,Tennessee,47,029,Central
35580,,359,"New Ulm, MN",Micropolitan Statistical Area,,"Mankato-New Ulm, MN",Brown County,Minnesota,27,015,Central
